Started At,Completed At,Completion Status,Device Type,Browser,Utm Source,Utm Medium,Utm Campaign,Utm Content,Mkt Tok,1. What professional role(s) do you play?,,,,,,,,,,,2. Which most accurately describes your role?,3. How many years of experience do you have?,4. What is the size of your current company?,5. What type of company do you work for?,,,,,,6. In which country do you live?,,,7. Which word best describes the area where you live and work?,8. What is your education level?,"9. If you have a degree, did you study a technology-related field?",10. What is your age range?,11. Do you identify as having a disability as defined under the Americans with Disabilities Act?,,,,,,,,,,,,,,,,"12. Do you identify as a ""person of color""?",13. With which racial background(s) do you identify?,,,,,,,,14. Do you identify with any of the following?,,,,,,,,15. Do you consider yourself to be transgender/gender non-conforming?,16. What is your primary gender identity today?,"17. Do you practice, worship, or observe a particular religion?","18. Thinking about your childhood, which socio-economic class did you identify with?","19. Thinking about your current situation, which socio-economic class do you identify with?",20. Which of the following languages do you use in the workplace?,,,,,,,,,,"21. At work, I feel comfortable expressing the aspects of my identity that are important to me.","22. At work, it's important to me that I feel comfortable expressing my identity.",23. Encouraging people to express any/all aspects of their identities benefits my company.,"24. What else do you identify with? Call out anything we've missed that makes you, well, you!",25. How likely are you to recommend the Diversity of the Web survey to a friend or colleague?
2016-11-29 23:08:40 -0800,2016-11-29 23:12:28 -0800,completed,windows,Chrome 54.0.2840.99,Stack Overflow,Online Advertising,Stack Overflow,Diversity Survey,,Developer,,,,,,,,,,,My role does not involve leadership or management,0 - 1,Under 10 employees,,,,Non-agency organization,,,KW,,,Suburban,Completed college,Yes,16-24,,,,,,No,,,,,,,,,,,No,Asian,,,,,,,,,,,,,,Prefer not to answer,,No,Female,Yes,Working class,Working class,English,,,,,,,,,,Agree,Agree,Agree,no,8
2016-11-30 02:04:16 -0800,2016-11-30 02:08:05 -0800,completed,linux,Chrome 54.0.2840.59,Stack Overflow,Online Advertising,Stack Overflow,Diversity Survey,,Developer,,,,,,,,,,,"I am not a manager, though I do hold a leadership role",6 - 10,50 - 100 employees,Web Agency / Development Shop,,,,,,PL,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,Yes,,,Latino,,,,,,,,,,,Straight,,,No,Male,No,Working class,Working class,English,,Spanish,,,,,,,,Agree,Agree,Strongly agree,Open mind,5
2016-11-30 04:27:01 -0800,2016-11-30 04:32:47 -0800,completed,windows,Firefox 48.0,Stack Overflow,Online Advertising,Stack Overflow,Diversity Survey,,Developer,Designer,,,,,,,,,,"I am not a manager, though I do hold a leadership role",2 - 5,Under 10 employees,,,,Non-agency organization,,,IT,,,Urban,Completed master's degree,Yes,16-24,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Lower middle class,Upper class,English,,,,,,,,,Italian,Strongly agree,Agree,Strongly agree,Game Maker/Developer,9
2016-11-30 09:21:41 -0800,2016-11-30 09:27:12 -0800,completed,mac,Chrome 54.0.2840.98,twitter,social%20earned,Oktopost-External (16),Oktopost-twitter-profile,,Developer,,UX/UI,Technical/Solutions Architect,Technical Lead,,QA/Testing,,,,,I am a formal manager,16 - 20,Under 10 employees,Web Agency / Development Shop,,,,,,US,,,Rural,Completed college,No,35-44,,"Yes, Emotional",,,,No,Prefer not to answer,,,,,,,,,,No,,,,,,White,,,,Bisexual,,,Queer,,,,No,Female,No,Upper middle class,Upper middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Feminist. Parent of a school-age child. Small business owner. Nonprofit technologist.,2
2016-11-30 09:34:01 -0800,2016-11-30 09:35:56 -0800,completed,mac,Chrome 54.0.2840.98,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,Content Developer/Strategist,,,,,,My role does not involve leadership or management,2 - 5,100 - 200 employees,,,,Non-agency organization,,,US,,,Urban,Completed college,No,16-24,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,No,Lower middle class,Upper middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,,
2016-11-30 09:51:33 -0800,2016-11-30 09:53:58 -0800,completed,ios,iPhone 0.0,twitter,social%20earned,Oktopost-External (16),Oktopost-twitter-profile,,,,,Technical/Solutions Architect,,,,,,,,I am a formal manager,2 - 5,50 - 100 employees,Web Agency / Development Shop,Digital Agency,,,,,US,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Upper middle class,Upper middle class,English,,,,,,,,,,Agree,Agree,Agree,,7
2016-11-30 10:06:39 -0800,2016-11-30 10:09:08 -0800,completed,mac,Safari 10.0.1,twitter,social%20earned,Oktopost-External (16),Oktopost-twitter-profile,,,,,,,,,,Management,,,I am a formal manager,20+,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Suburban,Completed college,No,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Lower middle class,Upper middle class,English,,,,,,,,,,Agree,Agree,Strongly agree,,8
2016-11-30 10:34:12 -0800,2016-11-30 10:38:10 -0800,completed,mac,Chrome 54.0.2840.98,twitter,social%20earned,Oktopost-External (16),Oktopost-twitter-profile,,Developer,,,Technical/Solutions Architect,Technical Lead,,,,,,,"I am not a manager, though I do hold a leadership role",11 - 15,10 - 20 employees,Web Agency / Development Shop,,,,,,SK,,,Urban,Some high school,,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,Bisexual,,,,Straight,,,No,Male,No,Lower middle class,Upper middle class,English,,,,,,,,,Slovak,Strongly agree,Strongly agree,Strongly agree,:),8
2016-11-30 10:50:20 -0800,2016-11-30 10:52:55 -0800,completed,mac,Chrome 54.0.2840.98,tr.im,t.co,tr.im/diversity,link_click,,,,,,,,,Product Manager/Owner,,,,I am a formal manager,11 - 15,50 - 100 employees,Web Agency / Development Shop,,,,,,US,,,Rural,Completed college,No,45-54,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,No,Upper middle class,Upper middle class,English,,,,,,,,,,Agree,Agree,Agree,,5
2016-11-30 10:59:13 -0800,2016-11-30 11:02:57 -0800,completed,android,Chrome 54.0.2840.85,twitter,social%20earned,Oktopost-External (16),Oktopost-twitter-profile,,Developer,,,,,,,,,,,"I am not a manager, though I do hold a leadership role",16 - 20,Under 10 employees,Web Agency / Development Shop,,,,,,CA,,,Urban,Completed college,Yes,35-44,,"Yes, Emotional",,"Yes, Physical",,,,,,,,,,,,,No,,,,,,White,,,,,,,Queer,,,,Yes,Trans FtM,No,Working class,Lower middle class,English,,,,,,,,,,Neutral,Strongly agree,Agree,Queer kinky ass mother fucker!,10
2016-11-30 13:13:11 -0800,2016-11-30 13:16:26 -0800,completed,windows,Chrome 54.0.2840.99,tr.im,t.co,tr.im/diversity,link_click,,Developer,,,Technical/Solutions Architect,,Content Developer/Strategist,,,,,,"I am not a manager, though I do hold a leadership role",20+,Under 10 employees,Web Agency / Development Shop,,,,Freelancer,,US,,,Urban,Completed college,Yes,45-54,,,,,,No,,,,,,,,,,,No,Asian,,,,,White,,,,,,,,Straight,,,No,Male,No,Upper middle class,Upper middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Agree,,6
2016-11-30 13:41:40 -0800,2016-11-30 13:45:39 -0800,completed,mac,Chrome 54.0.2840.98,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,,Technical Lead,,,,,,,"I am not a manager, though I do hold a leadership role",11 - 15,50 - 100 employees,Web Agency / Development Shop,Digital Agency,,,,,US,,,Suburban,Completed master's degree,No,35-44,,,,,,No,,,,,,,,,,,No,,,,,,,,American,,,,,,Straight,,,No,Male,Yes,Working class,Working class,English,,,,,,,,,,Disagree,Agree,Neutral,"Christian, Conservative",5
2016-11-30 14:02:41 -0800,2016-11-30 14:05:25 -0800,completed,ios,iPad 0.0,twitter,social%20earned,Oktopost-External (16),Oktopost-twitter-profile,,,,UX/UI,,,Content Developer/Strategist,,,,,,My role does not involve leadership or management,6 - 10,200+ employees,,Digital Agency,,,,,US,,,Urban,Completed master's degree,No,25-34,,,,,,No,,,,,,,,,,,Yes,Asian,,,,,,,,,,,,,Straight,,,No,Female,No,Working class,Upper middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,,10
2016-11-30 14:26:52 -0800,2016-11-30 14:30:28 -0800,completed,ios,iPhone 0.0,twitter,social%20earned,Oktopost-External (16),Oktopost-twitter-profile,,Developer,,,,Technical Lead,,QA/Testing,,,,,I am a formal manager,6 - 10,200+ employees,,,,Non-agency organization,,,US,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,No,Asian,,,,,White,,,,,,,,Straight,,,No,Male,No,Lower middle class,Upper middle class,English,,,,,,,,,,Neutral,Neutral,Agree,,5
2016-11-30 15:17:17 -0800,2016-11-30 15:20:52 -0800,completed,windows,Chrome 54.0.2840.99,Stack Overflow,Online Advertising,Stack Overflow,Diversity Survey,,Developer,,,,,,,,,,,"I am not a manager, though I do hold a leadership role",0 - 1,Under 10 employees,,,,Non-agency organization,,,CR,,,Urban,Some college/technical training,,16-24,,,,,,No,,,,,,,,,,,No,,,Latino,,,,,,,,,,,Straight,,,No,Female,No,Upper middle class,Lower middle class,,,Spanish,,,,,,,,Disagree,Neutral,Agree,Anime,5
2016-12-01 04:39:46 -0800,2016-12-01 04:53:30 -0800,completed,mac,Chrome 54.0.2840.98,tr.im,no_referer,tr.im/diversity,direct_input,,,,UX/UI,,,,,,"Project Manager, Scrum Master, People Services",,,I am a formal manager,11 - 15,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Suburban,Completed college,No,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,Yes,Lower middle class,Upper middle class,English,,,,,,,,,,Neutral,Neutral,Strongly agree,"A husband, a father, a follower of Jesus. Actually, in Technology, I'd say that expressing a Christian identity, at least for me, is very hard. There is so much judgmentalism associated with Christianity and anti-Christian perspectives are often still seen as the underdog (though the Biblical worldview is held by a very small minority in almost all English-speaking, developed countries). Or maybe it's that ""enlightened"" perspectives perceive Christianity as entirely stone age and ""stupid""? Certainly Christians, as a group, have done much to incur wrath, ridicule, and disdain. But like any group, especially any large group, it's very complex and diverse. I'd say much of this applies to religion in general within Technology, since the religion of Technology is Naturalism, and any competitor to that is viewed with disdain and suspicion.",8
2016-12-01 04:55:44 -0800,2016-12-01 05:00:49 -0800,completed,mac,Chrome 54.0.2840.98,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,UX/UI,Technical/Solutions Architect,Technical Lead,,,,,,,"I am not a manager, though I do hold a leadership role",2 - 5,50 - 100 employees,Web Agency / Development Shop,,,,,,IN,,,Urban,Completed master's degree,Yes,16-24,,,,,,No,,,,,,,,,,,No,Asian,,,,,,,,,,,,,Straight,,,No,Male,No,Lower middle class,Lower middle class,English,,,,,,,,,,Agree,Neutral,Strongly agree,,6
2016-12-01 05:05:34 -0800,2016-12-01 05:11:07 -0800,completed,windows,Chrome 54.0.2840.99,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,,,,Service Delivery Director,,,I am a formal manager,20+,20 - 50 employees,Web Agency / Development Shop,,,,,,CA,,,Suburban,Completed college,Yes,35-44,,,,,,No,,,,,,,,,,,Yes,,Black,,,,,,,,,,,,Straight,,,No,Male,Yes,Lower middle class,Lower middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Agree,"Country of Birth: Jamaica, Religion: Christian",8
2016-12-01 05:19:59 -0800,2016-12-01 05:42:47 -0800,completed,mac,Safari 10.0.1,tr.im,no_referer,tr.im/diversity,direct_input,,,,UX/UI,Technical/Solutions Architect,,,,,,,,"I am not a manager, though I do hold a leadership role",11 - 15,20 - 50 employees,Web Agency / Development Shop,,,,,,RO,,,Urban,Completed master's degree,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Working class,Upper middle class,English,,,,,,,,,,Agree,Strongly agree,Strongly agree,Caring.,10
2016-12-01 05:28:52 -0800,2016-12-01 05:33:34 -0800,completed,ios,iPhone 10.0,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,,,,,,,,,My role does not involve leadership or management,11 - 15,20 - 50 employees,Web Agency / Development Shop,,,,,,PL,,,Urban,Completed master's degree,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,Yes,Lower middle class,Upper middle class,English,,,,,,,,,,Agree,Agree,Neutral,,8
2016-12-01 05:53:56 -0800,2016-12-01 05:58:34 -0800,completed,windows,Chrome 54.0.2840.99,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,,QA/Testing,Product Manager/Owner,,,,My role does not involve leadership or management,0 - 1,50 - 100 employees,Web Agency / Development Shop,,,,,,US,,,Rural,Completed college,No,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,Yes,Lower middle class,Lower middle class,English,,,,,,,,,,Neutral,Agree,Agree,,5
2016-12-01 06:48:08 -0800,2016-12-01 06:52:13 -0800,completed,mac,Chrome 54.0.2840.98,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,Designer,UX/UI,,Technical Lead,,,Product Manager/Owner,,,,"I am not a manager, though I do hold a leadership role",6 - 10,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Suburban,Some college/technical training,,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,"Yes, and I identify as a religious minority",Working class,Upper middle class,English,,,,,,,,,,Agree,Neutral,Agree,,6
2016-12-01 07:33:22 -0800,2016-12-01 07:37:09 -0800,completed,android,Chrome 54.0.2840.85,tr.im,android-app,tr.im/diversity,link_click,,Developer,,,,,,,,,,,My role does not involve leadership or management,6 - 10,50 - 100 employees,Web Agency / Development Shop,,,,,,AR,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,No,Lower middle class,Upper middle class,English,,,,,,,,,,Agree,Agree,Agree,,6
2016-12-01 11:17:44 -0800,2016-12-01 11:23:26 -0800,completed,ios,iPhone 10.0,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,,,Product Manager/Owner,,,,I am a formal manager,2 - 5,20 - 50 employees,Web Agency / Development Shop,,,,,,AU,,,Rural,Completed college,No,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,"Yes, and I identify as a religious minority",Lower middle class,Lower middle class,English,,,,,,,,,,Strongly agree,Agree,Agree,"I'm olive skinned. I don't always identify as white. I'm Jewish which is an ethnic aboriginal minority, not mentioned here.",2
2016-12-01 11:44:52 -0800,2016-12-01 11:48:11 -0800,completed,linux,Chrome 54.0.2840.100,twitter,social%20earned,Oktopost-External (16),Oktopost-twitter-profile,,,,,,Technical Lead,,,Product Manager/Owner,,,,I am a formal manager,11 - 15,100 - 200 employees,,,,Non-agency organization,,,US,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,Gay,,,,,,No,Male,No,Lower middle class,Upper middle class,English,,,,,,,,,,Agree,Agree,Neutral,,5
2016-12-01 15:03:46 -0800,2016-12-01 15:06:03 -0800,completed,mac,Chrome 54.0.2840.98,tr.im,no_referer,tr.im/diversity,direct_input,,,,,,,,,,Sales,,,My role does not involve leadership or management,2 - 5,50 - 100 employees,,,,Non-agency organization,,,US,,,Urban,Completed college,No,25-34,"Yes, Cognitive",,,,,,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Upper class,Upper middle class,English,,,,,,,,,,Neutral,Agree,Agree,,7
2016-12-02 13:24:23 -0800,2016-12-02 13:27:38 -0800,completed,android,Chrome 54.0.2840.85,tr.im,t.co,tr.im/diversity,link_click,,,,,,,,,Product Manager/Owner,,,,"I am not a manager, though I do hold a leadership role",16 - 20,20 - 50 employees,Web Agency / Development Shop,,Advertising Agency,,,,US,,,Urban,Completed master's degree,No,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,No,Working class,Working class,English,,,,,,,,,,Neutral,Strongly agree,Strongly agree,,7
2016-12-02 14:09:41 -0800,2016-12-02 14:13:49 -0800,completed,mac,Chrome 54.0.2840.98,twitter,social%20earned,Oktopost-External (16),Oktopost-twitter-profile,,Developer,Designer,,,Technical Lead,,,Product Manager/Owner,,,,"I am not a manager, though I do hold a leadership role",11 - 15,Under 10 employees,Web Agency / Development Shop,,,,Freelancer,,US,,,Urban,Some college/technical training,,25-34,,,,,,No,,,,,,,,,,,Yes,,Black,,,,,,,,,,,,Straight,,,No,Male,No,Working class,Lower middle class,English,,,,,,,,,,Agree,Agree,Neutral,,2
2016-12-02 17:48:31 -0800,2016-12-02 17:51:42 -0800,completed,android,Chrome 54.0.2840.85,tr.im,t.co,tr.im/diversity,link_click,,Developer,,,,,,,,,,,My role does not involve leadership or management,6 - 10,10 - 20 employees,,,,Non-agency organization,,,US,,,Urban,Some college/technical training,,35-44,,,,,,No,,,,,,,,,,,No,,,,,,,Prefer not to answer,,,,,,Queer,,,,No,Prefer not to answer,No,Lower middle class,Working class,English,,,,,,,,,,Neutral,Agree,Strongly agree,,7
2016-12-03 13:11:54 -0800,2016-12-03 13:14:53 -0800,completed,mac,Chrome 54.0.2840.98,,,,,,,,,,,,,,Webmaster / Site builder,,,My role does not involve leadership or management,20+,Under 10 employees,,,,,Freelancer,,CA,,,Urban,Some college/technical training,,55-64,,,,,,No,,,,,,,,,,,No,,,,,,White,,,Asexual,,,,,,,,No,Female,Yes,Working class,Lower middle class,English,French,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Grandmothers who computer,10
2016-12-07 00:46:59 -0800,2016-12-07 00:51:10 -0800,completed,mac,Chrome 54.0.2840.98,,,,,,,,,,Technical Lead,,,,,,,I am a formal manager,2 - 5,20 - 50 employees,Web Agency / Development Shop,,,,,,CH,,,Urban,Completed master's degree,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,,Prefer not to answer,,No,Prefer not to answer,No,Upper middle class,Upper middle class,English,,,,,,,,,german,Agree,Agree,Agree,,8
2016-12-08 07:21:14 -0800,2016-12-08 07:24:38 -0800,completed,windows,Internet Explorer 11.0,,,,,,Developer,,,,Technical Lead,,,,,,,My role does not involve leadership or management,11 - 15,100 - 200 employees,Web Agency / Development Shop,,,,,,BE,,,Urban,Some college/technical training,,25-34,"Yes, Cognitive",,,,,,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Lower middle class,Upper middle class,English,,,,,,,,,Dutch,Agree,Agree,Agree,,10
2016-12-10 18:16:00 -0800,2016-12-10 18:18:20 -0800,completed,mac,Chrome 54.0.2840.98,twitter,social%20earned,Oktopost-External (16),Oktopost-twitter-profile,,,,,,,,,,Project Manager/Scrum Master,,,I am a formal manager,2 - 5,20 - 50 employees,Web Agency / Development Shop,,,,,,AU,,,Urban,Completed master's degree,Yes,45-54,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Female,Yes,Working class,Lower middle class,English,,,,,,,,,,Agree,Agree,Strongly agree,,7
2016-12-13 10:54:09 -0800,2016-12-13 10:57:17 -0800,completed,mac,Chrome 57.0.2946.0,tr.im,no_referer,tr.im/diversity,direct_input,,Developer,,,,,,,,,,,"I am not a manager, though I do hold a leadership role",6 - 10,Under 10 employees,,Digital Agency,,,,,US,,,Urban,Some college/technical training,,35-44,,,,,,No,,,,,,,,,,,Yes,,,Latino,,,White,,,,,,,,Straight,,,No,Male,No,Working class,Working class,English,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,,5
2016-12-13 12:51:54 -0800,2016-12-13 12:54:19 -0800,completed,mac,Chrome 54.0.2840.98,tr.im,t.co,tr.im/diversity,link_click,,,,,,,,,Product Manager/Owner,,,,I am a formal manager,2 - 5,100 - 200 employees,,,,,,Digital Distribution,US,,,Suburban,Some college/technical training,,25-34,,,,,,No,,,,,,,,,,,Yes,Asian,,,,,White,,,,,,,,Straight,,,No,Female,No,Upper middle class,Upper middle class,English,,,,,,,,,,Neutral,Neutral,Agree,,7
2016-12-15 04:31:54 -0800,2016-12-15 04:37:12 -0800,completed,ios,iPhone 0.0,,,,,,,,,,Technical Lead,,,,,,,"I am not a manager, though I do hold a leadership role",6 - 10,20 - 50 employees,Web Agency / Development Shop,,,,,,CN,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,Yes,,,,,,,,Brown,,,,,,Straight,,,No,Male,Yes,Working class,Upper middle class,English,French,,Chinese,,,,,,,Strongly agree,Strongly agree,Strongly agree,,10
2016-12-15 05:02:00 -0800,2016-12-15 05:06:55 -0800,completed,ios,iPhone 0.0,,,,,,,,,,,,,Product Manager/Owner,,,,I am a formal manager,11 - 15,Under 10 employees,Web Agency / Development Shop,Digital Agency,,,,,HK,,,Urban,Completed master's degree,Yes,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Upper middle class,Upper middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Entrepreneurship,7
2016-12-15 08:41:03 -0800,2016-12-15 08:49:59 -0800,completed,mac,Safari 10.0.2,,,,,,,,,Technical/Solutions Architect,,,,,,,,"I am not a manager, though I do hold a leadership role",16 - 20,Under 10 employees,,,,Non-agency organization,,,CU,,,Urban,Completed college,Yes,35-44,,,,,,No,,,,,,,,,,,No,,,Latino,,,,,,,,,,,Straight,,,No,Male,No,Working class,Lower middle class,English,,Spanish,,,,,,,,Agree,Agree,Strongly agree,,8
2016-12-16 08:22:31 -0800,2016-12-16 08:26:26 -0800,completed,mac,Chrome 56.0.2924.21,,,,,eyJpIjoiTmpoa01HTTVPRGczWldNeSIsInQiOiJUMVJXRHpXSVlRYmd2Q1FNRUg1M2Q0WmJQUkprbDFmd0RoNmJrT25oZFFVdWZoVTIzRCt3K1JaNlRiY1kzeXpJa2wzdDlCMytzaEFpSExua0tGNnVYUUNFaW9xSnk1UGpyeUhLQ01Wa2FcL3lUbWF6VWcrRmk2Z0J4QzY0aTk3M2JWZ0ZEa09rVnRuNm9aMGVLK1VDdFRnPT0ifQ==,,Designer,UX/UI,,,,,,CEO,,,I am a formal manager,16 - 20,Under 10 employees,Web Agency / Development Shop,Digital Agency,,,,,US,,,Urban,Completed college,Yes,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Upper middle class,Upper middle class,English,French,Spanish,,,,,,,German,Strongly agree,Strongly agree,Strongly agree,,9
2016-12-16 08:23:10 -0800,2016-12-16 08:24:57 -0800,completed,mac,Chrome 55.0.2883.95,,,,,eyJpIjoiT0dZeU1XUm1NVFpqWXpjNSIsInQiOiJTQzV4SG5TdGZlU1lPZFBuYkpCeE9TUm9cL2JyWUxsdHVcL2RyelwvQitqb2o1QlwvZk9LV1BxNzlHdGtQZWtIRjZ3M1FXXC9VZmZwRFM5WEJWYXlWOEVleGpjZ2REanV3c094SGMxNXV0WDFKMVBJZ0hsRlBNSlhTTjZrWjdwSFBtdFwvZCtWSmh0TEQzS3BXSlNjUlQ1RUZnK1E9PSJ9,,,UX/UI,,,,,,,,,I am a formal manager,2 - 5,50 - 100 employees,,Digital Agency,,,,,US,,,Urban,Completed master's degree,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,Bisexual,,,,,,,No,Female,No,Upper middle class,Upper middle class,English,,,,,,,,,,Disagree,Disagree,Disagree,,10
2016-12-16 08:23:14 -0800,2016-12-16 08:25:06 -0800,completed,mac,Chrome 54.0.2840.98,,,,,eyJpIjoiTjJFeU5EWmhNelEzTldObCIsInQiOiJRYzZNczNOM1ZSYzk4djhGYXl0QzlISXozdHZ2TWdCY3BtOHppblFJcko4UExXN2dZbFVOdWRPNG5FRHI2UHNaNFlsNXdZbzZ6UnpjXC80R1U1SDNpT1FnUVRhTHY2d0M1ejYzQUF3aDB3anFKWFFOZGZIRDljNnpEdmowREhka0FYRVN2NGd6bzZuNld2WVl5VXZLSGhnPT0ifQ==,Developer,,,,,,,,,,,My role does not involve leadership or management,2 - 5,50 - 100 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed college,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Upper middle class,Upper middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Neutral,,0
2016-12-16 08:23:17 -0800,2016-12-16 08:25:35 -0800,completed,mac,Chrome 55.0.2883.95,,,,,eyJpIjoiT0RjeFl6VTFNelExTWpjeiIsInQiOiJHNnl2YThVb2w0UThMamxOVHd3WmFDWnBDYWV0UlVFQ3YzSlhkYUJGK013VFdMWjZYU0x6a05RN29vdVl5ZjRRN1djK08zTWxuUUo3MFMraVF5clZFVE9WUHVhVVNIQ2RwS3NjMHdpRTdWMTJUeGFWaERPWW5pRWExZGFydm13SmdCOWQrOGtRWlRlZXM3MDMzODlseGc9PSJ9,,,,Technical/Solutions Architect,,,,,Cloud Engineer,,,My role does not involve leadership or management,2 - 5,20 - 50 employees,Web Agency / Development Shop,,,,,,US,,,Urban,Completed master's degree,Yes,25-34,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,Bisexual,,,,,,,No,Male,Yes,Working class,Upper middle class,English,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,,
2016-12-16 08:23:22 -0800,2016-12-16 08:25:55 -0800,completed,linux,Chrome 55.0.2883.87,,,,,eyJpIjoiTkdNM016Y3lPRGxpWlRabCIsInQiOiJHdEVsWFRnVXdIWXVsa09HVEZhYnF0ZVBvN2J3Q0QwTFhsa1hnQ1ozWlgrN211ejl4dURrTHlla0dZSExtMTJPVnJQS2kzS3RTam9XcFhVVER5QkVydFYrY1pvQXZjQjBCOHJWRWkyUUsrUWVMWW51NmtkV2d1ZjRIK0lyTGxDblRJbWdES3pvZzF3Z0ozOFwveHE4VjB3PT0ifQ==,Developer,,,Technical/Solutions Architect,Technical Lead,,QA/Testing,,,,,My role does not involve leadership or management,16 - 20,10 - 20 employees,Web Agency / Development Shop,Digital Agency,,,,,GB,,,Urban,Some college/technical training,,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,,,,,,,Straight,,,No,Male,No,Lower middle class,Lower middle class,English,,,,,,,,,,Agree,Agree,Agree,Long haired males.,5
2016-12-16 08:23:25 -0800,2016-12-16 08:38:35 -0800,completed,linux,Firefox 50.0,,,,,eyJpIjoiTnpZMll6Z3daVEZpTlRreCIsInQiOiJtaVFidnpCdWF4cWZxeVhWWjU2OGlRTmtDYm9HaHhyU2EwQWJuOEpzakt1Sm5hbmRvVVhtUmlXU29wQnVadEl5WmlLSG92RzlicWFITWtUWVJNZGlSZWdlUmtXakdaYjFwZVB4djFrU2dyODE2WUZ6MWFVUjdQT2VQM2ZmRjBVcVhLTHY3cTdwQ0NueU9cL0Y5UElHak53PT0ifQ==,Developer,,,,,,,,,,,"I am not a manager, though I do hold a leadership role",11 - 15,20 - 50 employees,Web Agency / Development Shop,,,,,Startup Studio,US,,,Suburban,Some college/technical training,,35-44,,,,,,No,,,,,,,,,,,No,,,,,,White,,"I hate the term ""white"" for a lot of reasons but I'm definitely light-skinned.  I identify as Irish, German, Euro-mutt, and American.",,,,,,,Prefer not to answer,,No,Male,"Yes, and I identify as a religious minority",Lower middle class,Upper middle class,English,,,,,,,,,,Agree,Agree,Strongly agree,,5
